Complaint_Type,Event_Year,Complaint_Year,Review_Year,Event_Date,Complaint_Date,Review_Completion_Date,Beat,Individual_Number,Action_Number,Action_Seq,Allegation_Number,Allegation_Type,Allegation_Seq,Incident_Number,Incident_Seq,CRB_Finding,CRB_Individual_Sustained,CRB_Split,RPD_Finding,RPD_Individual_Sustained,CRB_RPD,Concurrence,RPD_Action_Sustained,RPD_Allegation_Sustained,RPD_Incident_Sustained,CRB_Action_Sustained,CRB_Allegation_Sustained,CRB_Incident_Sustained,FID
Citizen,2015,2015,2016,2015/09/05 00:00:00+00,2015/10/14 00:00:00+00,2016/02/28 00:00:00+00,241,15-0877.01.A.05,15-0877.01.A,5,15-0877.01,Procedure,5,15-0877,5,Exonerated,0,0,Exonerated,0,Exonerated-Exonerated,1,0,0,0,0,0,1,437
Citizen,2015,2015,2016,2015/09/05 00:00:00+00,2015/10/14 00:00:00+00,2016/02/28 00:00:00+00,241,15-0877.02.A.01,15-0877.02.A,1,15-0877.02,Procedure,1,15-0877,6,Exonerated,0,0,Exonerated,0,Exonerated-Exonerated,1,0,0,0,0,0,1,438
Citizen,2015,2015,2016,2015/09/05 00:00:00+00,2015/10/14 00:00:00+00,2016/02/28 00:00:00+00,241,15-0877.02.A.02,15-0877.02.A,2,15-0877.02,Procedure,2,15-0877,7,Exonerated,0,0,Exonerated,0,Exonerated-Exonerated,1,0,0,0,0,0,1,439
Citizen,2014,2014,2015,2014/03/15 00:00:00+00,2014/05/12 00:00:00+00,2015/02/25 00:00:00+00,225,14-0404.01.C.01,14-0404.01.C,1,14-0404.01,Force,15,14-0404,15,Exonerated,0,0,Exonerated,0,Exonerated-Exonerated,1,0,0,0,1,1,1,440
Citizen,2015,2015,2016,2015/09/05 00:00:00+00,2015/10/14 00:00:00+00,2016/02/28 00:00:00+00,241,15-0877.02.A.03,15-0877.02.A,3,15-0877.02,Procedure,3,15-0877,8,Exonerated,0,0,Exonerated,0,Exonerated-Exonerated,1,0,0,0,0,0,1,441
Citizen,2015,2015,2016,2015/09/05 00:00:00+00,2015/10/14 00:00:00+00,2016/02/28 00:00:00+00,241,15-0877.02.A.04,15-0877.02.A,4,15-0877.02,Procedure,4,15-0877,9,Exonerated,0,0,Exonerated,0,Exonerated-Exonerated,1,0,0,0,0,0,1,442
Citizen,2015,2015,2016,2015/09/05 00:00:00+00,2015/10/14 00:00:00+00,2016/02/28 00:00:00+00,241,15-0877.02.A.05,15-0877.02.A,5,15-0877.02,Procedure,5,15-0877,10,Exonerated,0,0,Exonerated,0,Exonerated-Exonerated,1,0,0,0,0,0,1,443
Citizen,2015,2015,2016,2015/09/05 00:00:00+00,2015/10/14 00:00:00+00,2016/02/28 00:00:00+00,241,15-0877.03.A.01,15-0877.03.A,1,15-0877.03,Procedure,1,15-0877,11,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,1,444
Citizen,2015,2015,2016,2015/09/05 00:00:00+00,2015/10/14 00:00:00+00,2016/02/28 00:00:00+00,241,15-0877.03.A.02,15-0877.03.A,2,15-0877.03,Procedure,2,15-0877,12,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,1,445
Citizen,2015,2015,2016,2015/09/05 00:00:00+00,2015/10/14 00:00:00+00,2016/02/28 00:00:00+00,241,15-0877.03.A.03,15-0877.03.A,3,15-0877.03,Procedure,3,15-0877,13,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,1,446
Citizen,2015,2015,2016,2015/09/05 00:00:00+00,2015/10/14 00:00:00+00,2016/02/28 00:00:00+00,241,15-0877.03.A.04,15-0877.03.A,4,15-0877.03,Procedure,4,15-0877,14,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,1,447
Citizen,2015,2015,2016,2015/09/05 00:00:00+00,2015/10/14 00:00:00+00,2016/02/28 00:00:00+00,241,15-0877.03.A.05,15-0877.03.A,5,15-0877.03,Procedure,5,15-0877,15,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,1,448
Citizen,2015,2015,2016,2015/09/05 00:00:00+00,2015/10/14 00:00:00+00,2016/02/28 00:00:00+00,241,15-0877.04.A.01,15-0877.04.A,1,15-0877.04,Force,1,15-0877,16,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,1,449
Citizen,2015,2015,2016,2015/09/05 00:00:00+00,2015/10/14 00:00:00+00,2016/02/28 00:00:00+00,241,15-0877.04.A.02,15-0877.04.A,2,15-0877.04,Force,2,15-0877,17,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,1,450
Citizen,2015,2015,2016,2015/09/05 00:00:00+00,2015/10/14 00:00:00+00,2016/02/28 00:00:00+00,241,15-0877.04.A.03,15-0877.04.A,3,15-0877.04,Force,3,15-0877,18,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,1,451
Citizen,2015,2015,2016,2015/09/05 00:00:00+00,2015/10/14 00:00:00+00,2016/02/28 00:00:00+00,241,15-0877.04.A.04,15-0877.04.A,4,15-0877.04,Force,4,15-0877,19,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,1,452
Internal,2014,2014,2016,2014/09/26 00:00:00+00,2014/09/26 00:00:00+00,2016/03/21 00:00:00+00,253,14-0787.03.B.10,14-0787.03.B,10,14-0787.03,Courtesy,21,14-0787,38,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,1,453
Citizen,2014,2014,2014,2014/02/22 00:00:00+00,2014/02/25 00:00:00+00,2014/08/13 00:00:00+00,287,14-0168.05.A.01,14-0168.05.A,1,14-0168.05,Procedure,1,14-0168,9,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,1,454
Citizen,2014,2014,2014,2014/04/20 00:00:00+00,2014/04/25 00:00:00+00,2014/08/13 00:00:00+00,247,14-0330.05.A.02,14-0330.05.A,2,14-0330.05,Satellite,2,14-0330,9,Sustained,1,0,Sustained,1,Sustained-Sustained,1,1,1,1,1,1,1,455
Internal,2014,2014,2014,2014/06/01 00:00:00+00,2014/06/23 00:00:00+00,2014/09/18 00:00:00+00,209,14-0523.01.A.01,14-0523.01.A,1,14-0523.01,Procedure,1,14-0523,1,Sustained,1,0,Sustained,1,Sustained-Sustained,1,1,1,1,1,1,1,456
Citizen,2014,2014,2015,2014/06/18 00:00:00+00,2014/07/01 00:00:00+00,2015/01/26 00:00:00+00,267,14-0557.01.A.01,14-0557.01.A,1,14-0557.01,Force,1,14-0557,1,Exonerated,0,1,Exonerated,0,Exonerated-Exonerated,1,0,0,0,0,0,0,457
Citizen,2014,2014,2015,2014/06/18 00:00:00+00,2014/07/01 00:00:00+00,2015/01/26 00:00:00+00,267,14-0557.01.A.02,14-0557.01.A,2,14-0557.01,Force,2,14-0557,2,Exonerated,0,1,Exonerated,0,Exonerated-Exonerated,1,0,0,0,0,0,0,458
Citizen,2014,2014,2015,2014/06/18 00:00:00+00,2014/07/01 00:00:00+00,2015/01/26 00:00:00+00,267,14-0557.01.A.03,14-0557.01.A,3,14-0557.01,Force,3,14-0557,3,Exonerated,0,1,Exonerated,0,Exonerated-Exonerated,1,0,0,0,0,0,0,459
Citizen,2014,2014,2015,2014/06/18 00:00:00+00,2014/07/01 00:00:00+00,2015/01/26 00:00:00+00,267,14-0557.01.A.04,14-0557.01.A,4,14-0557.01,Force,4,14-0557,4,Unfounded,0,1,Exonerated,0,Unfounded-Exonerated,0,0,0,0,0,0,0,460
Citizen,2014,2014,2015,2014/06/18 00:00:00+00,2014/07/01 00:00:00+00,2015/01/26 00:00:00+00,267,14-0557.01.A.05,14-0557.01.A,5,14-0557.01,Force,5,14-0557,5,Unfounded,0,1,Exonerated,0,Unfounded-Exonerated,0,0,0,0,0,0,0,461
Citizen,2014,2014,2015,2014/06/18 00:00:00+00,2014/07/01 00:00:00+00,2015/01/26 00:00:00+00,267,14-0557.01.A.06,14-0557.01.A,6,14-0557.01,Force,6,14-0557,6,Unfounded,0,1,Exonerated,0,Unfounded-Exonerated,0,0,0,0,0,0,0,462
Citizen,2014,2014,2015,2014/06/18 00:00:00+00,2014/07/01 00:00:00+00,2015/01/26 00:00:00+00,267,14-0557.01.A.07,14-0557.01.A,7,14-0557.01,Force,7,14-0557,7,Unfounded,0,1,Exonerated,0,Unfounded-Exonerated,0,0,0,0,0,0,0,463
Citizen,2014,2014,2015,2014/06/18 00:00:00+00,2014/07/01 00:00:00+00,2015/01/26 00:00:00+00,267,14-0557.01.A.08,14-0557.01.A,8,14-0557.01,Force,8,14-0557,8,Unfounded,0,1,Exonerated,0,Unfounded-Exonerated,0,0,0,0,0,0,0,464
Citizen,2014,2014,2015,2014/06/18 00:00:00+00,2014/07/01 00:00:00+00,2015/01/26 00:00:00+00,267,14-0557.01.A.09,14-0557.01.A,9,14-0557.01,Force,9,14-0557,9,Unfounded,0,1,Exonerated,0,Unfounded-Exonerated,0,0,0,0,0,0,0,465
Citizen,2014,2014,2015,2014/06/18 00:00:00+00,2014/07/01 00:00:00+00,2015/01/26 00:00:00+00,267,14-0557.01.A.10,14-0557.01.A,10,14-0557.01,Force,10,14-0557,10,Unfounded,0,1,Exonerated,0,Unfounded-Exonerated,0,0,0,0,0,0,0,466
Citizen,2014,2014,2015,2014/06/18 00:00:00+00,2014/07/01 00:00:00+00,2015/01/26 00:00:00+00,267,14-0557.01.A.11,14-0557.01.A,11,14-0557.01,Force,11,14-0557,11,Unfounded,0,1,Exonerated,0,Unfounded-Exonerated,0,0,0,0,0,0,0,467
Citizen,2014,2014,2015,2014/06/18 00:00:00+00,2014/07/01 00:00:00+00,2015/01/26 00:00:00+00,267,14-0557.01.A.12,14-0557.01.A,12,14-0557.01,Force,12,14-0557,12,Unfounded,0,1,Exonerated,0,Unfounded-Exonerated,0,0,0,0,0,0,0,468
Citizen,2014,2014,2015,2014/06/18 00:00:00+00,2014/07/01 00:00:00+00,2015/01/26 00:00:00+00,267,14-0557.01.A.13,14-0557.01.A,13,14-0557.01,Force,13,14-0557,13,Unfounded,0,1,Exonerated,0,Unfounded-Exonerated,0,0,0,0,0,0,0,469
Citizen,2014,2014,2015,2014/06/18 00:00:00+00,2014/07/01 00:00:00+00,2015/01/26 00:00:00+00,267,14-0557.01.B.01,14-0557.01.B,1,14-0557.01,Force,14,14-0557,14,Unprovable,0,1,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,0,470
Citizen,2014,2014,2015,2014/06/18 00:00:00+00,2014/07/01 00:00:00+00,2015/01/26 00:00:00+00,267,14-0557.01.B.02,14-0557.01.B,2,14-0557.01,Force,15,14-0557,15,Unprovable,0,1,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,0,471
Citizen,2014,2014,2015,2014/06/18 00:00:00+00,2014/07/01 00:00:00+00,2015/01/26 00:00:00+00,267,14-0557.01.B.03,14-0557.01.B,3,14-0557.01,Force,16,14-0557,16,Unprovable,0,1,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,0,472
Citizen,2014,2014,2015,2014/06/18 00:00:00+00,2014/07/01 00:00:00+00,2015/01/26 00:00:00+00,267,14-0557.01.B.04,14-0557.01.B,4,14-0557.01,Force,17,14-0557,17,Unprovable,0,1,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,0,473
Citizen,2014,2014,2015,2014/06/18 00:00:00+00,2014/07/01 00:00:00+00,2015/01/26 00:00:00+00,267,14-0557.01.B.05,14-0557.01.B,5,14-0557.01,Force,18,14-0557,18,Unprovable,0,1,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,0,474
Citizen,2014,2014,2015,2014/06/18 00:00:00+00,2014/07/01 00:00:00+00,2015/01/26 00:00:00+00,267,14-0557.01.B.06,14-0557.01.B,6,14-0557.01,Force,19,14-0557,19,Unprovable,0,1,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,0,475
Citizen,2014,2014,2015,2014/06/18 00:00:00+00,2014/07/01 00:00:00+00,2015/01/26 00:00:00+00,267,14-0557.01.B.07,14-0557.01.B,7,14-0557.01,Force,20,14-0557,20,Unprovable,0,1,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,0,476
Citizen,2014,2014,2015,2014/06/18 00:00:00+00,2014/07/01 00:00:00+00,2015/01/26 00:00:00+00,267,14-0557.01.B.08,14-0557.01.B,8,14-0557.01,Force,21,14-0557,21,Unprovable,0,1,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,0,477
Citizen,2014,2014,2015,2014/06/18 00:00:00+00,2014/07/01 00:00:00+00,2015/01/26 00:00:00+00,267,14-0557.01.B.09,14-0557.01.B,9,14-0557.01,Force,22,14-0557,22,Unprovable,0,1,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,0,478
Citizen,2014,2014,2015,2014/06/18 00:00:00+00,2014/07/01 00:00:00+00,2015/01/26 00:00:00+00,267,14-0557.01.B.10,14-0557.01.B,10,14-0557.01,Force,23,14-0557,23,Unprovable,0,1,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,0,479
Citizen,2014,2014,2015,2014/06/18 00:00:00+00,2014/07/01 00:00:00+00,2015/01/26 00:00:00+00,267,14-0557.01.B.11,14-0557.01.B,11,14-0557.01,Force,24,14-0557,24,Unprovable,0,1,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,0,480
Citizen,2014,2014,2015,2014/06/18 00:00:00+00,2014/07/01 00:00:00+00,2015/01/26 00:00:00+00,267,14-0557.01.B.12,14-0557.01.B,12,14-0557.01,Force,25,14-0557,25,Unprovable,0,1,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,0,481
Citizen,2014,2014,2015,2014/06/18 00:00:00+00,2014/07/01 00:00:00+00,2015/01/26 00:00:00+00,267,14-0557.01.B.13,14-0557.01.B,13,14-0557.01,Force,26,14-0557,26,Unprovable,0,1,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,0,482
Citizen,2014,2014,2015,2014/06/18 00:00:00+00,2014/07/01 00:00:00+00,2015/01/26 00:00:00+00,267,14-0557.02.A.01,14-0557.02.A,1,14-0557.02,Procedure,1,14-0557,27,Unfounded,0,0,Exonerated,0,Unfounded-Exonerated,0,0,0,0,0,0,0,483
Citizen,2014,2014,2015,2014/06/18 00:00:00+00,2014/07/01 00:00:00+00,2015/01/26 00:00:00+00,267,14-0557.02.A.02,14-0557.02.A,2,14-0557.02,Procedure,2,14-0557,28,Unfounded,0,0,Exonerated,0,Unfounded-Exonerated,0,0,0,0,0,0,0,484
Citizen,2014,2014,2015,2014/06/18 00:00:00+00,2014/07/01 00:00:00+00,2015/01/26 00:00:00+00,267,14-0557.02.A.03,14-0557.02.A,3,14-0557.02,Procedure,3,14-0557,29,Unfounded,0,0,Exonerated,0,Unfounded-Exonerated,0,0,0,0,0,0,0,485
Citizen,2014,2014,2015,2014/06/18 00:00:00+00,2014/07/01 00:00:00+00,2015/01/26 00:00:00+00,267,14-0557.02.A.04,14-0557.02.A,4,14-0557.02,Procedure,4,14-0557,30,Unfounded,0,0,Exonerated,0,Unfounded-Exonerated,0,0,0,0,0,0,0,486
Citizen,2014,2014,2015,2014/06/18 00:00:00+00,2014/07/01 00:00:00+00,2015/01/26 00:00:00+00,267,14-0557.02.A.05,14-0557.02.A,5,14-0557.02,Procedure,5,14-0557,31,Unfounded,0,0,Exonerated,0,Unfounded-Exonerated,0,0,0,0,0,0,0,487
Citizen,2014,2014,2015,2014/06/18 00:00:00+00,2014/07/01 00:00:00+00,2015/01/26 00:00:00+00,267,14-0557.02.A.06,14-0557.02.A,6,14-0557.02,Procedure,6,14-0557,32,Unfounded,0,0,Exonerated,0,Unfounded-Exonerated,0,0,0,0,0,0,0,488
Citizen,2014,2014,2015,2014/06/18 00:00:00+00,2014/07/01 00:00:00+00,2015/01/26 00:00:00+00,267,14-0557.02.A.07,14-0557.02.A,7,14-0557.02,Procedure,7,14-0557,33,Unfounded,0,0,Exonerated,0,Unfounded-Exonerated,0,0,0,0,0,0,0,489
Citizen,2014,2014,2015,2014/06/18 00:00:00+00,2014/07/01 00:00:00+00,2015/01/26 00:00:00+00,267,14-0557.02.A.08,14-0557.02.A,8,14-0557.02,Procedure,8,14-0557,34,Unfounded,0,0,Exonerated,0,Unfounded-Exonerated,0,0,0,0,0,0,0,490
Citizen,2014,2014,2015,2014/06/18 00:00:00+00,2014/07/01 00:00:00+00,2015/01/26 00:00:00+00,267,14-0557.02.A.09,14-0557.02.A,9,14-0557.02,Procedure,9,14-0557,35,Unfounded,0,0,Exonerated,0,Unfounded-Exonerated,0,0,0,0,0,0,0,491
Citizen,2014,2014,2015,2014/06/18 00:00:00+00,2014/07/01 00:00:00+00,2015/01/26 00:00:00+00,267,14-0557.02.A.10,14-0557.02.A,10,14-0557.02,Procedure,10,14-0557,36,Unfounded,0,0,Exonerated,0,Unfounded-Exonerated,0,0,0,0,0,0,0,492
Citizen,2014,2014,2015,2014/06/18 00:00:00+00,2014/07/01 00:00:00+00,2015/01/26 00:00:00+00,267,14-0557.02.A.11,14-0557.02.A,11,14-0557.02,Procedure,11,14-0557,37,Unfounded,0,0,Exonerated,0,Unfounded-Exonerated,0,0,0,0,0,0,0,493
Citizen,2014,2014,2015,2014/06/18 00:00:00+00,2014/07/01 00:00:00+00,2015/01/26 00:00:00+00,267,14-0557.02.A.12,14-0557.02.A,12,14-0557.02,Procedure,12,14-0557,38,Unfounded,0,0,Exonerated,0,Unfounded-Exonerated,0,0,0,0,0,0,0,494
Citizen,2014,2014,2015,2014/06/18 00:00:00+00,2014/07/01 00:00:00+00,2015/01/26 00:00:00+00,267,14-0557.02.A.13,14-0557.02.A,13,14-0557.02,Procedure,13,14-0557,39,Unfounded,0,0,Exonerated,0,Unfounded-Exonerated,0,0,0,0,0,0,0,495
Citizen,2014,2014,2015,2014/06/18 00:00:00+00,2014/07/01 00:00:00+00,2015/01/26 00:00:00+00,267,14-0557.02.B.01,14-0557.02.B,1,14-0557.02,Procedure,14,14-0557,40,Exonerated,0,0,Exonerated,0,Exonerated-Exonerated,1,0,0,0,0,0,0,496
Citizen,2014,2014,2015,2014/06/18 00:00:00+00,2014/07/01 00:00:00+00,2015/01/26 00:00:00+00,267,14-0557.02.B.02,14-0557.02.B,2,14-0557.02,Procedure,15,14-0557,41,Exonerated,0,0,Exonerated,0,Exonerated-Exonerated,1,0,0,0,0,0,0,497
Citizen,2014,2014,2015,2014/06/18 00:00:00+00,2014/07/01 00:00:00+00,2015/01/26 00:00:00+00,267,14-0557.02.B.03,14-0557.02.B,3,14-0557.02,Procedure,16,14-0557,42,Exonerated,0,0,Exonerated,0,Exonerated-Exonerated,1,0,0,0,0,0,0,498
Citizen,2014,2014,2015,2014/06/18 00:00:00+00,2014/07/01 00:00:00+00,2015/01/26 00:00:00+00,267,14-0557.02.B.04,14-0557.02.B,4,14-0557.02,Procedure,17,14-0557,43,Exonerated,0,0,Exonerated,0,Exonerated-Exonerated,1,0,0,0,0,0,0,499
Citizen,2014,2014,2015,2014/06/18 00:00:00+00,2014/07/01 00:00:00+00,2015/01/26 00:00:00+00,267,14-0557.02.B.05,14-0557.02.B,5,14-0557.02,Procedure,18,14-0557,44,Exonerated,0,0,Exonerated,0,Exonerated-Exonerated,1,0,0,0,0,0,0,500
Citizen,2014,2014,2015,2014/06/18 00:00:00+00,2014/07/01 00:00:00+00,2015/01/26 00:00:00+00,267,14-0557.02.B.06,14-0557.02.B,6,14-0557.02,Procedure,19,14-0557,45,Exonerated,0,0,Exonerated,0,Exonerated-Exonerated,1,0,0,0,0,0,0,501
Citizen,2014,2014,2015,2014/06/18 00:00:00+00,2014/07/01 00:00:00+00,2015/01/26 00:00:00+00,267,14-0557.02.B.07,14-0557.02.B,7,14-0557.02,Procedure,20,14-0557,46,Exonerated,0,0,Exonerated,0,Exonerated-Exonerated,1,0,0,0,0,0,0,502
Citizen,2014,2014,2015,2014/06/18 00:00:00+00,2014/07/01 00:00:00+00,2015/01/26 00:00:00+00,267,14-0557.02.B.08,14-0557.02.B,8,14-0557.02,Procedure,21,14-0557,47,Exonerated,0,0,Exonerated,0,Exonerated-Exonerated,1,0,0,0,0,0,0,503
Citizen,2014,2014,2014,2014/03/01 00:00:00+00,2014/03/06 00:00:00+00,2014/08/05 00:00:00+00,219,14-0202.01.A.01,14-0202.01.A,1,14-0202.01,Procedure,1,14-0202,1,Exonerated,0,0,Unprovable,0,Exonerated-Unprovable,0,0,0,0,0,0,0,504
Citizen,2014,2014,2015,2014/03/15 00:00:00+00,2014/05/12 00:00:00+00,2015/02/25 00:00:00+00,225,14-0404.01.C.02,14-0404.01.C,2,14-0404.01,Force,16,14-0404,16,Sustained,1,0,Exonerated,0,Sustained-Exonerated,0,0,0,0,1,1,1,505
Internal,2014,2014,2016,2014/09/26 00:00:00+00,2014/09/26 00:00:00+00,2016/03/21 00:00:00+00,253,14-0787.03.B.11,14-0787.03.B,11,14-0787.03,Courtesy,22,14-0787,39,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,1,506
Citizen,2014,2014,2015,2014/03/15 00:00:00+00,2014/05/12 00:00:00+00,2015/02/25 00:00:00+00,225,14-0404.01.D.01,14-0404.01.D,1,14-0404.01,Force,17,14-0404,17,Exonerated,0,0,Exonerated,0,Exonerated-Exonerated,1,0,0,0,0,1,1,507
Citizen,2014,2014,2015,2014/03/15 00:00:00+00,2014/05/12 00:00:00+00,2015/02/25 00:00:00+00,225,14-0404.01.D.02,14-0404.01.D,2,14-0404.01,Force,18,14-0404,18,Exonerated,0,0,Exonerated,0,Exonerated-Exonerated,1,0,0,0,0,1,1,508
Citizen,2014,2014,2015,2014/03/15 00:00:00+00,2014/05/12 00:00:00+00,2015/02/25 00:00:00+00,225,14-0404.01.D.03,14-0404.01.D,3,14-0404.01,Force,19,14-0404,19,Exonerated,0,0,Exonerated,0,Exonerated-Exonerated,1,0,0,0,0,1,1,509
Citizen,2014,2014,2015,2014/03/15 00:00:00+00,2014/05/12 00:00:00+00,2015/02/25 00:00:00+00,225,14-0404.01.D.04,14-0404.01.D,4,14-0404.01,Force,20,14-0404,20,Exonerated,0,0,Exonerated,0,Exonerated-Exonerated,1,0,0,0,0,1,1,510
Citizen,2014,2014,2015,2014/03/15 00:00:00+00,2014/05/12 00:00:00+00,2015/02/25 00:00:00+00,225,14-0404.01.D.05,14-0404.01.D,5,14-0404.01,Force,21,14-0404,21,Exonerated,0,0,Exonerated,0,Exonerated-Exonerated,1,0,0,0,0,1,1,511
Citizen,2014,2014,2015,2014/03/15 00:00:00+00,2014/05/12 00:00:00+00,2015/02/25 00:00:00+00,225,14-0404.01.D.06,14-0404.01.D,6,14-0404.01,Force,22,14-0404,22,Exonerated,0,0,Exonerated,0,Exonerated-Exonerated,1,0,0,0,0,1,1,512
Citizen,2014,2014,2015,2014/03/15 00:00:00+00,2014/05/12 00:00:00+00,2015/02/25 00:00:00+00,225,14-0404.01.D.07,14-0404.01.D,7,14-0404.01,Force,23,14-0404,23,Exonerated,0,0,Exonerated,0,Exonerated-Exonerated,1,0,0,0,0,1,1,513
Citizen,2014,2014,2015,2014/03/15 00:00:00+00,2014/05/12 00:00:00+00,2015/02/25 00:00:00+00,225,14-0404.01.E.01,14-0404.01.E,1,14-0404.01,Force,24,14-0404,24,Exonerated,0,0,Exonerated,0,Exonerated-Exonerated,1,0,0,0,0,1,1,514
Citizen,2014,2014,2015,2014/03/15 00:00:00+00,2014/05/12 00:00:00+00,2015/02/25 00:00:00+00,225,14-0404.01.E.02,14-0404.01.E,2,14-0404.01,Force,25,14-0404,25,Exonerated,0,0,Exonerated,0,Exonerated-Exonerated,1,0,0,0,0,1,1,515
Citizen,2014,2014,2015,2014/03/15 00:00:00+00,2014/05/12 00:00:00+00,2015/02/25 00:00:00+00,225,14-0404.01.E.03,14-0404.01.E,3,14-0404.01,Force,26,14-0404,26,Exonerated,0,0,Exonerated,0,Exonerated-Exonerated,1,0,0,0,0,1,1,516
Citizen,2014,2014,2015,2014/03/15 00:00:00+00,2014/05/12 00:00:00+00,2015/02/25 00:00:00+00,225,14-0404.01.E.04,14-0404.01.E,4,14-0404.01,Force,27,14-0404,27,Exonerated,0,0,Exonerated,0,Exonerated-Exonerated,1,0,0,0,0,1,1,517
Citizen,2014,2014,2015,2014/03/15 00:00:00+00,2014/05/12 00:00:00+00,2015/02/25 00:00:00+00,225,14-0404.01.E.05,14-0404.01.E,5,14-0404.01,Force,28,14-0404,28,Exonerated,0,0,Exonerated,0,Exonerated-Exonerated,1,0,0,0,0,1,1,518
Citizen,2014,2014,2015,2014/03/15 00:00:00+00,2014/05/12 00:00:00+00,2015/02/25 00:00:00+00,225,14-0404.01.E.06,14-0404.01.E,6,14-0404.01,Force,29,14-0404,29,Exonerated,0,0,Exonerated,0,Exonerated-Exonerated,1,0,0,0,0,1,1,519
Citizen,2014,2014,2015,2014/03/15 00:00:00+00,2014/05/12 00:00:00+00,2015/02/25 00:00:00+00,225,14-0404.01.E.07,14-0404.01.E,7,14-0404.01,Force,30,14-0404,30,Exonerated,0,0,Exonerated,0,Exonerated-Exonerated,1,0,0,0,0,1,1,520
Citizen,2014,2014,2015,2014/03/15 00:00:00+00,2014/05/12 00:00:00+00,2015/02/25 00:00:00+00,225,14-0404.02.A.01,14-0404.02.A,1,14-0404.02,Courtesy,1,14-0404,31,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,1,521
Citizen,2014,2014,2015,2014/06/18 00:00:00+00,2014/07/01 00:00:00+00,2015/01/26 00:00:00+00,267,14-0557.02.B.09,14-0557.02.B,9,14-0557.02,Procedure,22,14-0557,48,Exonerated,0,0,Exonerated,0,Exonerated-Exonerated,1,0,0,0,0,0,0,522
Citizen,2014,2014,2015,2014/03/15 00:00:00+00,2014/05/12 00:00:00+00,2015/02/25 00:00:00+00,225,14-0404.02.A.02,14-0404.02.A,2,14-0404.02,Courtesy,2,14-0404,32,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,1,523
Citizen,2014,2014,2015,2014/03/15 00:00:00+00,2014/05/12 00:00:00+00,2015/02/25 00:00:00+00,225,14-0404.02.A.03,14-0404.02.A,3,14-0404.02,Courtesy,3,14-0404,33,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,1,524
Citizen,2014,2014,2015,2014/03/15 00:00:00+00,2014/05/12 00:00:00+00,2015/02/25 00:00:00+00,225,14-0404.02.A.04,14-0404.02.A,4,14-0404.02,Courtesy,4,14-0404,34,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,1,525
Citizen,2014,2014,2015,2014/03/15 00:00:00+00,2014/05/12 00:00:00+00,2015/02/25 00:00:00+00,225,14-0404.02.A.05,14-0404.02.A,5,14-0404.02,Courtesy,5,14-0404,35,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,1,526
Citizen,2014,2014,2015,2014/03/15 00:00:00+00,2014/05/12 00:00:00+00,2015/02/25 00:00:00+00,225,14-0404.02.A.06,14-0404.02.A,6,14-0404.02,Courtesy,6,14-0404,36,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,1,527
Citizen,2014,2014,2015,2014/03/15 00:00:00+00,2014/05/12 00:00:00+00,2015/02/25 00:00:00+00,225,14-0404.02.A.07,14-0404.02.A,7,14-0404.02,Courtesy,7,14-0404,37,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,1,528
