X,Y,OBJECTID,CONAME,ADDR,CITY,STATE_NAME,ZIP,NAICS,SIC,EMPNUM,SALESVOL,DESC_,LATITUDE,LONGITUDE
-77.636763,43.1581300000001,11,Abundant Life Faith Ministry,Whitney St,Rochester,New York,14611,81311008,866107,3,0,"Abundant Life Faith Ministry, Whitney St, Rochester, New York, 14611",43.1581300000001,-77.636763
-77.636763,43.1581300000001,12,Abundant Life Faith Ministry,Whitney St,Rochester,New York,14611,81311008,866107,3,0,"Abundant Life Faith Ministry, Whitney St, Rochester, New York, 14611",43.1581300000001,-77.636763
-77.6367209999999,43.1467900000001,13,Aenon Baptist Church,175 Genesee St,Rochester,New York,14611,81311008,866107,2,0,"Aenon Baptist Church, 175 Genesee St, Rochester, New York, 14611",43.1467900000001,-77.6367209999999
-77.6367209999999,43.1467900000001,14,Aenon Baptist Church,Genesee St,Rochester,New York,14611,81311008,866107,2,0,"Aenon Baptist Church, Genesee St, Rochester, New York, 14611",43.1467900000001,-77.6367209999999
-77.6367209999999,43.1467900000001,15,Aenon Baptist Church,Genesee St,Rochester,New York,14611,81311008,866107,2,0,"Aenon Baptist Church, Genesee St, Rochester, New York, 14611",43.1467900000001,-77.6367209999999
-77.613371,43.12406,16,Al Sigl Community of Agencies,1650 South Ave # 300,Rochester,New York,14620,81311008,866107,5,0,"Al Sigl Community of Agencies, 1650 South Ave # 300, Rochester, New York, 14620",43.12406,-77.613371
-77.601301,43.1456400000001,17,Al Sigl Community of Agencies,608 Clinton Ave S,Rochester,New York,14620,81311008,866107,5,0,"Al Sigl Community of Agencies, 608 Clinton Ave S, Rochester, New York, 14620",43.1456400000001,-77.601301
-77.613371,43.12406,18,Al Sigl Community of Agencies,South Ave,Rochester,New York,14620,81311008,866107,5,0,"Al Sigl Community of Agencies, South Ave, Rochester, New York, 14620",43.12406,-77.613371
-77.601301,43.1456400000001,19,Al Sigl Community of Agencies,Clinton Ave S,Rochester,New York,14620,81311008,866107,5,0,"Al Sigl Community of Agencies, Clinton Ave S, Rochester, New York, 14620",43.1456400000001,-77.601301
-77.613371,43.12406,20,Al Sigl Community of Agencies,South Ave,Rochester,New York,14620,81311008,866107,5,0,"Al Sigl Community of Agencies, South Ave, Rochester, New York, 14620",43.12406,-77.613371
-77.601301,43.1456400000001,21,Al Sigl Community of Agencies,Clinton Ave S,Rochester,New York,14620,81311008,866107,5,0,"Al Sigl Community of Agencies, Clinton Ave S, Rochester, New York, 14620",43.1456400000001,-77.601301
